-0.326558	0.000000	-0.000000	0.000000	-0.000000	-0.000001	0.000000	0.000036	-0.000000	-0.000000
0.000000	-0.807917	0.000000	-0.000000	0.000000	-0.000000	-0.606487	-0.000000	-0.000560	-0.000156
-0.000000	0.000000	-0.807917	-0.000000	0.000000	0.000036	0.000000	-0.606017	0.000000	0.000000
-0.000000	-0.000000	-0.000000	-0.488028	-0.000000	0.000000	-0.000560	-0.000000	0.000040	-1.334324
-0.000000	0.000000	0.000000	-0.000000	-0.423168	0.000000	-0.000156	-0.000000	-1.334324	-0.000045
-0.000001	-0.000000	0.000036	0.000000	-0.000000	-0.326558	-0.000000	-0.000000	0.000000	0.000000
0.000000	-0.606487	0.000000	-0.000560	-0.000156	-0.000000	-0.807917	-0.000000	-0.000000	0.000000
0.000036	-0.000000	-0.606017	-0.000000	-0.000000	-0.000000	-0.000000	-0.807917	0.000000	-0.000000
-0.000000	-0.000560	0.000000	0.000040	-1.334324	-0.000000	-0.000000	0.000000	-0.488028	-0.000000
0.000000	-0.000156	0.000000	-1.334324	-0.000045	0.000000	0.000000	-0.000000	-0.000000	-0.423168
Number of elements with real part close to zero (|Re| < 1e-06): 66
